#
#"Frequency / GHz","S1,2 [Magnitude in dB]"
#------------------------------------------
1.0000000000000,-11.487817217379
1.0019999742508,-11.406777665182
1.0039999485016,-11.328543196934
1.0060000419617,-11.253095769622
1.0080000162125,-11.180417822386
1.0099999904633,-11.110484985060
1.0119999647141,-11.043274780594
1.0140000581741,-10.978760403712
1.0160000324249,-10.916912128885
1.0180000066757,-10.857699766472
1.0199999809265,-10.801089304359
1.0219999551773,-10.747043923009
1.0240000486374,-10.695527223261
1.0260000228882,-10.646496037433
1.0279999971390,-10.599909002413
1.0299999713898,-10.555721118206
1.0319999456406,-10.513883855360
1.0340000391006,-10.474347610579
1.0360000133514,-10.437061099504
1.0379999876022,-10.401969567259
1.0399999618530,-10.369018881411
1.0420000553131,-10.338149704602
1.0440000295639,-10.309302590384
1.0460000038147,-10.282417670381
1.0479999780655,-10.257432037791
1.0499999523163,-10.234281095138
1.0520000457764,-10.212901007691
1.0540000200272,-10.193224133937
1.0559999942780,-10.175184420315
1.0579999685287,-10.158714517971
1.0599999427795,-10.143745364388
1.0620000362396,-10.130209453346
1.0640000104904,-10.118038068598
1.0659999847412,-10.107163372874
1.0679999589920,-10.097518080587
1.0700000524521,-10.089034578858
1.0720000267029,-10.081647574491
1.0740000009537,-10.075292341031
1.0759999752045,-10.069906293414
1.0779999494553,-10.065427827668
1.0800000429153,-10.061798271210
1.0820000171661,-10.058959443225
1.0839999914169,-10.056857328622
1.0859999656677,-10.055441265801
1.0880000591278,-10.054661584397
1.0900000333786,-10.054472951918
1.0920000076294,-10.054833800676
1.0939999818802,-10.055704111431
1.0959999561310,-10.057050874385
1.0980000495911,-10.058841224965
1.1000000238419,-10.061049884489
1.1019999980927,-10.063651466754
1.1039999723434,-10.066628241401
1.1059999465942,-10.069964266265
1.1080000400543,-10.073647312920
1.1100000143051,-10.077671545551
1.1119999885559,-10.082033439940
1.1139999628067,-10.086731695157
1.1160000562668,-10.091771819791
1.1180000305176,-10.097159885976
1.1200000047684,-10.102906355275
1.1219999790192,-10.109026550227
1.1239999532700,-10.115535248597
1.1260000467300,-10.122452033437
1.1280000209808,-10.129797735616
1.1299999952316,-10.137596818316
1.1319999694824,-10.145873069178
1.1339999437332,-10.154655113665
1.1360000371933,-10.163969105242
1.1380000114441,-10.173845842913
1.1399999856949,-10.184312929222
1.1419999599457,-10.195402273354
1.1440000534058,-10.207141929951
1.1460000276566,-10.219563001455
1.1480000019073,-10.232692670521
1.1499999761581,-10.246562594865
1.1519999504089,-10.261198673084
1.1540000438690,-10.276626775148
1.1560000181198,-10.292873527871
1.1579999923706,-10.309961665504
1.1599999666214,-10.327912685852
1.1619999408722,-10.346747088545
1.1640000343323,-10.366482194964
1.1660000085831,-10.387134423002
1.1679999828339,-10.408716137779
1.1699999570847,-10.431240129429
1.1720000505447,-10.454714708816
1.1740000247955,-10.479145904175
1.1759999990463,-10.504538483161
1.1779999732971,-10.530894356345
1.1799999475479,-10.558212565376
1.1820000410080,-10.586489484538
1.1840000152588,-10.615721841839
1.1859999895096,-10.645900498629
1.1879999637604,-10.677018488204
1.1900000572205,-10.709061814067
1.1920000314713,-10.742020287996
1.1940000057220,-10.775878622497
1.1959999799728,-10.810619342165
1.1979999542236,-10.846226404811
1.2000000476837,-10.882682335943
1.2020000219345,-10.919966791079
1.2039999961853,-10.958060438407
1.2059999704361,-10.996940610992
1.2079999446869,-11.036588962026
1.2100000381470,-11.076984899610
1.2120000123978,-11.118108004868
1.2139999866486,-11.159935947849
1.2159999608994,-11.202451706459
1.2180000543594,-11.245633630688
1.2200000286102,-11.289466945824
1.2220000028610,-11.333933764215
1.2239999771118,-11.379018886902
1.2259999513626,-11.424708485712
1.2280000448227,-11.470992560943
1.2300000190735,-11.517857535793
1.2319999933243,-11.565297961844
1.2339999675751,-11.613307993171
1.2359999418259,-11.661883314286
1.2380000352859,-11.711020425328
1.2400000095367,-11.760722416731
1.2419999837875,-11.810989251455
1.2439999580383,-11.861827899023
1.2460000514984,-11.913242690571
1.2480000257492,-11.965245949501
1.2500000000000,-12.017847102539
1.2519999742508,-12.071056958258
1.2539999485016,-12.124892923090
1.2560000419617,-12.179368463910
1.2580000162125,-12.234502738574
1.2599999904633,-12.290312614127
1.2619999647141,-12.346818196668
1.2640000581741,-12.404039848926
1.2660000324249,-12.461996640381
1.2680000066757,-12.520711545924
1.2699999809265,-12.580203251660
1.2719999551773,-12.640492365335
1.2740000486374,-12.701598542785
1.2760000228882,-12.763541777210
1.2779999971390,-12.826338589934
1.2799999713898,-12.890004662154
1.2819999456406,-12.954555594468
1.2840000391006,-13.020003550124
1.2860000133514,-13.086359058310
1.2879999876022,-13.153629208794
1.2899999618530,-13.221820910482
1.2920000553131,-13.290936054769
1.2940000295639,-13.360972524580
1.2960000038147,-13.431928382613
1.2979999780655,-13.503795208622
1.2999999523163,-13.576563398766
1.3020000457764,-13.650217739182
1.3040000200272,-13.724740407201
1.3059999942780,-13.800109435931
1.3079999685287,-13.876299779614
1.3099999427795,-13.953281705109
1.3120000362396,-14.031024218917
1.3140000104904,-14.109487593376
1.3159999847412,-14.188635043620
1.3179999589920,-14.268421456946
1.3200000524521,-14.348799908580
1.3220000267029,-14.429721659520
1.3240000009537,-14.511135064139
1.3259999752045,-14.592984862781
1.3279999494553,-14.675213822680
1.3300000429153,-14.757765614338
1.3320000171661,-14.840578531109
1.3339999914169,-14.923592955444
1.3359999656677,-15.006746761694
1.3380000591278,-15.089980026248
1.3400000333786,-15.173231458854
1.3420000076294,-15.256440359201
1.3439999818802,-15.339549729238
1.3459999561310,-15.422501372093
1.3480000495911,-15.505241840250
1.3500000238419,-15.587720585661
1.3519999980927,-15.669888086534
1.3539999723434,-15.751700667817
1.3559999465942,-15.833118305611
1.3580000400543,-15.914104124927
1.3600000143051,-15.994627895250
1.3619999885559,-16.074663727534
1.3639999628067,-16.154189319014
1.3660000562668,-16.233189413780
1.3680000305176,-16.311654650664
1.3700000047684,-16.389579232765
1.3719999790192,-16.466963331415
1.3739999532700,-16.543812999133
1.3760000467300,-16.620138382562
1.3780000209808,-16.695954368872
1.3799999952316,-16.771280991570
1.3819999694824,-16.846141833084
1.3839999437332,-16.920561793829
1.3860000371933,-16.994573143825
1.3880000114441,-17.068207652053
1.3899999856949,-17.141499693863
1.3919999599457,-17.214483856431
1.3940000534058,-17.287199733223
1.3960000276566,-17.359679820354
1.3980000019073,-17.431963851668
1.3999999761581,-17.504084382911
1.4019999504089,-17.576075415105
1.4040000438690,-17.647968311721
1.4060000181198,-17.719790667708
1.4079999923706,-17.791567045921
1.4099999666214,-17.863318529985
1.4119999408722,-17.935061384251
1.4140000343323,-18.006807146639
1.4160000085831,-18.078563555931
1.4179999828339,-18.150331052499
1.4199999570847,-18.222105730181
1.4220000505447,-18.293877974802
1.4240000247955,-18.365632185807
1.4259999990463,-18.437346391241
1.4279999732971,-18.508995025705
1.4299999475479,-18.580544507928
1.4320000410080,-18.651956945412
1.4340000152588,-18.723190094973
1.4359999895096,-18.794196208584
1.4379999637604,-18.864924198569
1.4400000572205,-18.935318147347
1.4420000314713,-19.005320155979
1.4440000057220,-19.074869154608
1.4459999799728,-19.143902909239
1.4479999542236,-19.212357425376
1.4500000476837,-19.280170839583
