frequency,phase
1.0000000000000,-105.04012986393
1.0019999742508,-107.15740790528
1.0039999485016,-109.26714326310
1.0060000419617,-111.36936597991
1.0080000162125,-113.46404832342
1.0099999904633,-115.55119129454
1.0119999647141,-117.63076601310
1.0140000581741,-119.70276970381
1.0160000324249,-121.76706977209
1.0180000066757,-123.82364162287
1.0199999809265,-125.87240091512
1.0219999551773,-127.91323258655
1.0240000486374,-129.94603207216
1.0260000228882,-131.97066690117
1.0279999971390,-133.98695355891
1.0299999713898,-135.99479540442
1.0319999456406,-137.99399336015
1.0340000391006,-139.98437743701
1.0360000133514,-141.96574346541
1.0379999876022,-143.93793555785
1.0399999618530,-145.90071165780
1.0420000553131,-147.85389040562
1.0440000295639,-149.79723899092
1.0460000038147,-151.73058005889
1.0479999780655,-153.65367337212
1.0499999523163,-155.56633113409
1.0520000457764,-157.46832140951
1.0540000200272,-159.35947643073
1.0559999942780,-161.23959637352
1.0579999685287,-163.10848580491
1.0599999427795,-164.96601170177
1.0620000362396,-166.81199144078
1.0640000104904,-168.64630782460
1.0659999847412,-170.46884906303
1.0679999589920,-172.27949028213
1.0700000524521,-174.07820741285
1.0720000267029,-175.86491676883
1.0740000009537,-177.63961807171
1.0759999752045,-179.40231239923
1.0779999494553,178.84694605750
1.0800000429153,177.10810283817
1.0820000171661,175.38107624444
1.0839999914169,173.66567430973
1.0859999656677,171.96177437182
1.0880000591278,170.26915751277
1.0900000333786,168.58760578402
1.0920000076294,166.91683369845
1.0939999818802,165.25655049476
1.0959999561310,163.60641719646
1.0980000495911,161.96609291289
1.1000000238419,160.33517972455
1.1019999980927,158.71324224709
1.1039999723434,157.09987190109
1.1059999465942,155.49460899670
1.1080000400543,153.89697347227
1.1100000143051,152.30647034158
1.1119999885559,150.72260619015
1.1139999628067,149.14488412730
1.1160000562668,147.57278105039
1.1180000305176,146.00578453367
1.1200000047684,144.44337894956
1.1219999790192,142.88508387359
1.1239999532700,141.33040942648
1.1260000467300,139.77888017863
1.1280000209808,138.23005013013
1.1299999952316,136.68349097643
1.1319999694824,135.13876456776
1.1339999437332,133.59553553368
1.1360000371933,132.05342896551
1.1380000114441,130.51214302594
1.1399999856949,128.97140100960
1.1419999599457,127.43096285352
1.1440000534058,125.89061892648
1.1460000276566,124.35019218342
1.1480000019073,122.80956108203
1.1499999761581,121.26864106941
1.1519999504089,119.72738390192
1.1540000438690,118.18576982973
1.1560000181198,116.64382774034
1.1579999923706,115.10162299134
1.1599999666214,113.55926444731
1.1619999408722,112.01684449323
1.1640000343323,110.47454741554
1.1660000085831,108.93255629585
1.1679999828339,107.39111263841
1.1699999570847,105.85045918228
1.1720000505447,104.31085352682
1.1740000247955,102.77255193797
1.1759999990463,101.23590309151
1.1779999732971,99.701200760319
1.1799999475479,98.168792893526
1.1820000410080,96.639008282196
1.1840000152588,95.112180663427
1.1859999895096,93.588686132439
1.1879999637604,92.068880653991
1.1900000572205,90.553097572351
1.1920000314713,89.041658613078
1.1940000057220,87.534939424494
1.1959999799728,86.033233591907
1.1979999542236,84.536861762527
1.2000000476837,83.046173388662
1.2020000219345,81.561372325682
1.2039999961853,80.082765875845
1.2059999704361,78.610593649786
1.2079999446869,77.145047126357
1.2100000381470,75.686370857227
1.2120000123978,74.234711707684
1.2139999866486,72.790192973272
1.2159999608994,71.352963511375
1.2180000543594,69.923098469970
1.2200000286102,68.500670910903
1.2220000028610,67.085659877388
1.2239999771118,65.678129434596
