frequency,refcoef
1.0000000000000,-24.819029577363
1.0019999742508,-24.934048937182
1.0039999485016,-25.049905142198
1.0060000419617,-25.166336806466
1.0080000162125,-25.283082740803
1.0099999904633,-25.399880271793
1.0119999647141,-25.516465803727
1.0140000581741,-25.632581096736
1.0160000324249,-25.747967586834
1.0180000066757,-25.862376853668
1.0199999809265,-25.975568159923
1.0219999551773,-26.087309940043
1.0240000486374,-26.197383904165
1.0260000228882,-26.305586629161
1.0279999971390,-26.411730057365
1.0299999713898,-26.515649320934
1.0319999456406,-26.617192513957
1.0340000391006,-26.716234872450
1.0360000133514,-26.812672640134
1.0379999876022,-26.906423040526
1.0399999618530,-26.997429566536
1.0420000553131,-27.085660215656
1.0440000295639,-27.171101639407
1.0460000038147,-27.253768629009
1.0479999780655,-27.333692780813
1.0499999523163,-27.410930570254
1.0520000457764,-27.485551822901
1.0540000200272,-27.557647282101
1.0559999942780,-27.627320066424
1.0579999685287,-27.694685620979
1.0599999427795,-27.759868892927
1.0620000362396,-27.823003299790
1.0640000104904,-27.884227455280
1.0659999847412,-27.943682050095
1.0679999589920,-28.001506336206
1.0700000524521,-28.057842784024
1.0720000267029,-28.112825524566
1.0740000009537,-28.166586899098
1.0759999752045,-28.219251760436
1.0779999494553,-28.270933123680
1.0800000429153,-28.321739119698
1.0820000171661,-28.371766414959
1.0839999914169,-28.421097920543
1.0859999656677,-28.469809795356
1.0880000591278,-28.517963086636
1.0900000333786,-28.565605655824
1.0920000076294,-28.612777356379
1.0939999818802,-28.659505265007
1.0959999561310,-28.705802590540
1.0980000495911,-28.751675312190
1.1000000238419,-28.797117737805
1.1019999980927,-28.842115512651
1.1039999723434,-28.886646748259
1.1059999465942,-28.930681720692
1.1080000400543,-28.974185872383
1.1100000143051,-29.017119348567
1.1119999885559,-29.059439240128
1.1139999628067,-29.101099858967
1.1160000562668,-29.142054027514
1.1180000305176,-29.182257236493
1.1200000047684,-29.221663715259
1.1219999790192,-29.260234100821
1.1239999532700,-29.297929642579
1.1260000467300,-29.334718700746
1.1280000209808,-29.370575317591
1.1299999952316,-29.405478859374
1.1319999694824,-29.439419062895
1.1339999437332,-29.472390418472
1.1360000371933,-29.504400357506
1.1380000114441,-29.535462513966
1.1399999856949,-29.565598247322
1.1419999599457,-29.594843377690
1.1440000534058,-29.623237489354
1.1460000276566,-29.650831418339
1.1480000019073,-29.677682700804
1.1499999761581,-29.703859512887
1.1519999504089,-29.729434388134
1.1540000438690,-29.754488505647
1.1560000181198,-29.779107351664
1.1579999923706,-29.803380274710
1.1599999666214,-29.827404056814
1.1619999408722,-29.851275628533
1.1640000343323,-29.875092711273
1.1660000085831,-29.898956576934
1.1679999828339,-29.922970083591
1.1699999570847,-29.947232207838
1.1720000505447,-29.971841381958
1.1740000247955,-29.996893408200
1.1759999990463,-30.022482968220
1.1779999732971,-30.048697148379
1.1799999475479,-30.075623266572
1.1820000410080,-30.103340652552
1.1840000152588,-30.131924867540
1.1859999895096,-30.161444642815
1.1879999637604,-30.191964015643
1.1900000572205,-30.223538427270
1.1920000314713,-30.256220280951
1.1940000057220,-30.290052451019
1.1959999799728,-30.325072741627
1.1979999542236,-30.361312393180
1.2000000476837,-30.398794978445
1.2020000219345,-30.437540136697
1.2039999961853,-30.477560172473
1.2059999704361,-30.518860944771
1.2079999446869,-30.561443053613
1.2100000381470,-30.605303801117
1.2120000123978,-30.650434364521
1.2139999866486,-30.696820062105
1.2159999608994,-30.744445586256
1.2180000543594,-30.793290353393
1.2200000286102,-30.843329312974
1.2220000028610,-30.894539588093
1.2239999771118,-30.946891979097
1.2259999513626,-31.000358383109
1.2280000448227,-31.054908250977
1.2300000190735,-31.110513053504
1.2319999933243,-31.167141769018
1.2339999675751,-31.224766874580
1.2359999418259,-31.283360728895
1.2380000352859,-31.342895659321
1.2400000095367,-31.403349453699
1.2419999837875,-31.464699724554
1.2439999580383,-31.526928310907
1.2460000514984,-31.590018673305
1.2480000257492,-31.653959683195
1.2500000000000,-31.718740896731
1.2519999742508,-31.784357731328
1.2539999485016,-31.850808317841
1.2560000419617,-31.918093652142
1.2580000162125,-31.986218916984
1.2599999904633,-32.055192759879
1.2619999647141,-32.125025757937
1.2640000581741,-32.195734669417
1.2660000324249,-32.267334598303
1.2680000066757,-32.339844765561
1.2699999809265,-32.413286611602
1.2719999551773,-32.487681138387
1.2740000486374,-32.563053697905
1.2760000228882,-32.639426541472
1.2779999971390,-32.716820709409
1.2799999713898,-32.795262813576
1.2819999456406,-32.874768964820
1.2840000391006,-32.955361370131
1.2860000133514,-33.037056100629
1.2879999876022,-33.119864565054
1.2899999618530,-33.203796915372
1.2920000553131,-33.288860342820
1.2940000295639,-33.375053787477
1.2960000038147,-33.462372628701
1.2979999780655,-33.550807252924
1.2999999523163,-33.640341996241
1.3020000457764,-33.730952811037
1.3040000200272,-33.822613294442
1.3059999942780,-33.915284107627
1.3079999685287,-34.008925507843
1.3099999427795,-34.103487754829
1.3120000362396,-34.198912829352
1.3140000104904,-34.295138471824
1.3159999847412,-34.392094924854
1.3179999589920,-34.489704541586
1.3200000524521,-34.587887925189
1.3220000267029,-34.686556141767
1.3240000009537,-34.785617165612
1.3259999752045,-34.884975775418
1.3279999494553,-34.984532594540
1.3300000429153,-35.084185145587
1.3320000171661,-35.183830897274
1.3339999914169,-35.283366095699
1.3359999656677,-35.382687557328
1.3380000591278,-35.481692784924
1.3400000333786,-35.580284844168
1.3420000076294,-35.678369157301
1.3439999818802,-35.775855128631
1.3459999561310,-35.872660480623
