frequency,refcoef
0.60000002384186,-61.805071841383
0.60240000486374,-61.044746629589
0.60479998588562,-60.348912738900
0.60720002651215,-59.708815246772
0.60960000753403,-59.116966499312
0.61199998855591,-58.566821811561
0.61440002918243,-58.052537143519
0.61680001020432,-57.568800007983
0.61919999122620,-57.110709369533
0.62159997224808,-56.673691986615
0.62400001287460,-56.253459109769
0.62639999389648,-55.845985374528
0.62879997491837,-55.447513576448
0.63120001554489,-55.054579618315
0.63359999656677,-54.664044745407
0.63599997758865,-54.273138793432
0.63840001821518,-53.879501856635
0.64079999923706,-53.481221751080
0.64319998025894,-53.076848542048
0.64560002088547,-52.665400520829
0.64800000190735,-52.246349454667
0.65039998292923,-51.819581190544
0.65280002355576,-51.385339948426
0.65520000457764,-50.944164155182
0.65759998559952,-50.496816953142
0.66000002622604,-50.044208063315
0.66240000724792,-49.587329837527
0.66479998826981,-49.127196892306
0.66720002889633,-48.664794299291
0.66960000991821,-48.201045181326
0.67199999094009,-47.736781885372
0.67439997196198,-47.272734140841
0.67680001258850,-46.809518122369
0.67919999361038,-46.347644831447
0.68159997463226,-45.887524715390
0.68400001525879,-45.429478549478
0.68639999628067,-44.973752311157
0.68879997730255,-44.520531017195
0.69120001792908,-44.069957154135
0.69359999895096,-43.622144425306
0.69599997997284,-43.177190946762
0.69840002059937,-42.735189519006
0.70080000162125,-42.296244359821
0.70319998264313,-41.860471072665
0.70560002326965,-41.428009718059
0.70800000429153,-40.999019675878
0.71039998531342,-40.573692573046
0.71280002593994,-40.152241678757
0.71520000696182,-39.734906212460
0.71759998798370,-39.321946613772
0.72000002861023,-38.913637999633
0.72240000963211,-38.510271388144
0.72479999065399,-38.112139807782
0.72719997167587,-37.719542435281
0.72960001230240,-37.332771228461
0.73199999332428,-36.952109914105
0.73439997434616,-36.577826251714
0.73680001497269,-36.210171572632
0.73919999599457,-35.849373224731
0.74159997701645,-35.495630912380
0.74400001764297,-35.149115616209
0.74639999866486,-34.809965585534
0.74879997968674,-34.478283793240
0.75120002031326,-34.154135574037
0.75360000133514,-33.837550241242
0.75599998235703,-33.528514962612
0.75840002298355,-33.226976291138
0.76080000400543,-32.932840008781
0.76319998502731,-32.645969711707
0.76560002565384,-32.366186548024
0.76800000667572,-32.093268207698
0.77039998769760,-31.826949839650
0.77280002832413,-31.566926186773
0.77520000934601,-31.312850478165
0.77759999036789,-31.064336682236
0.77999997138977,-30.820960903157
0.78240001201630,-30.582265828720
0.78479999303818,-30.347759603985
0.78719997406006,-30.116926903631
0.78960001468658,-29.889226769510
0.79199999570847,-29.664102513446
0.79439997673035,-29.440987361867
0.79680001735687,-29.219310908876
0.79919999837875,-28.998509673997
0.80159997940063,-28.778032479439
0.80400002002716,-28.557352601158
0.80640000104904,-28.335976325335
0.80879998207092,-28.113450558956
0.81120002269745,-27.889372703679
0.81360000371933,-27.663402514538
0.81599998474121,-27.435257357276
0.81840002536774,-27.204732867380
0.82080000638962,-26.971692688532
0.82319998741150,-26.736079503337
0.82560002803802,-26.497911376366
0.82800000905991,-26.257279140729
0.83039999008179,-26.014344286975
0.83279997110367,-25.769332504567
0.83520001173019,-25.522523086118
0.83759999275208,-25.274249429699
0.83999997377396,-25.024884804746
0.84240001440048,-24.774831314963
0.84479999542236,-24.524518261886
0.84719997644424,-24.274387119770
0.84960001707077,-24.024883403109
0.85199999809265,-23.776458212160
0.85439997911453,-23.529545576858
0.85680001974106,-23.284574524882
0.85920000076294,-23.041949886648
0.86159998178482,-22.802057956694
0.86400002241135,-22.565256428557
0.86640000343323,-22.331877928393
0.86879998445511,-22.102225849410
0.87120002508163,-21.876572574510
0.87360000610352,-21.655161027778
0.87599998712540,-21.438204243860
0.87840002775192,-21.225886730690
0.88080000877380,-21.018362499446
0.88319998979568,-20.815760146495
0.88559997081757,-20.618181208129
0.88800001144409,-20.425703491534
0.89039999246597,-20.238380126714
0.89279997348785,-20.056244047236
0.89520001411438,-19.879309185574
0.89759999513626,-19.707567966973
0.89999997615814,-19.540999772404
0.90240001678467,-19.379568429078
0.90479999780655,-19.223223029704
0.90719997882843,-19.071900851049
0.90960001945496,-18.925532337908
0.91200000047684,-18.784034596481
0.91439998149872,-18.647322402499
0.91680002212524,-18.515300165937
0.91920000314713,-18.387871972827
0.92159998416901,-18.264936082136
0.92400002479553,-18.146390979152
0.92640000581741,-18.032133589565
0.92879998683929,-17.922060734344
0.93120002746582,-17.816072054923
0.93360000848770,-17.714070074743
0.93599998950958,-17.615959713662
0.93839997053146,-17.521650714004
0.94080001115799,-17.431055906275
0.94319999217987,-17.344095516257
0.94559997320175,-17.260695716956
0.94800001382828,-17.180786808333
0.95039999485016,-17.104305205875
0.95279997587204,-17.031195820376
0.95520001649857,-16.961408990965
0.95759999752045,-16.894899720711
0.95999997854233,-16.831628888918
0.96240001916885,-16.771563258760
0.96480000019073,-16.714674087072
0.96719998121262,-16.660936157896
0.96960002183914,-16.610326616163
0.97200000286102,-16.562825692098
0.97439998388290,-16.518416649288
0.97680002450943,-16.477080477178
0.97920000553131,-16.438799292390
0.98159998655319,-16.403553666920
0.98400002717972,-16.371321480742
0.98640000820160,-16.342077544317
0.98879998922348,-16.315792407685
0.99119997024536,-16.292429015728
0.99360001087189,-16.271949103469
0.99599999189377,-16.254303978802
0.99839997291565,-16.239436639883
1.0008000135422,-16.227284495633
1.0032000541687,-16.217774145516
1.0055999755859,-16.210825756897
